trp_tatar_merch_veteran_infantry|Veteran Mercenary Pikeneer{***}
trp_tatar_merch_veteran_infantry_pl|Veteran Mercenary Pikeneers{***}
trp_tatar_merch_champion_infantry|Elite Mercenary Pikeneer{***}
trp_tatar_merch_champion_infantry_pl|Elite Mercenary Pikeneers{***}
trp_tatar_merch_novice_archer|Mercenary Musketeer{***}
trp_tatar_merch_novice_archer_pl|Mercenary Musketeers{***}
trp_tatar_merch_regular_archer|Experienced Mercenary Musketeer{***}
trp_tatar_merch_regular_archer_pl|Experienced Mercenary Musketeers{***}
trp_tatar_merch_veteran_archer|Veteran Mercenary Musketeer{***}
trp_tatar_merch_veteran_archer_pl|Veteran Mercenary Musketeers{***}
trp_tatar_merch_champion_archer|Elite Mercenary Musketeer{***}
trp_tatar_merch_champion_archer_pl|Elite Mercenary Musketeers{***}
trp_tatar_merch_novice_horse|Mercenary Cavalryman{***}
trp_tatar_merch_novice_horse_pl|Mercenary Cavalrymen{***}
trp_tatar_merch_regular_horse|Experienced Mercenary Cavalryman{***}
trp_tatar_merch_regular_horse_pl|Experienced Mercenary Cavalrymen{***}
trp_tatar_merch_veteran_horse|Veteran Mercenary Cavalryman{***}
trp_tatar_merch_veteran_horse_pl|Veteran Mercenary Cavalrymen{***}
trp_tatar_merch_champion_horse|Elite Mercenary Cavalryman{***}
trp_tatar_merch_champion_horse_pl|Elite Mercenary Cavalrymen{***}
trp_kazak_merch_novice_infantry|Spanish Mercenary Pikeneer{***}
trp_kazak_merch_novice_infantry_pl|Spanish Mercenary Pikeneers{***}
trp_kazak_merch_regular_infantry|Spanish Experienced Mercenary Pikeneer{***}
trp_kazak_merch_regular_infantry_pl|Spanish Experienced Mercenary Pikeneers{***}
trp_kazak_merch_veteran_infantry|Spanish Veteran Mercenary Pikeneer{***}
trp_kazak_merch_veteran_infantry_pl|Spanish Veteran Mercenary Pikeneers{***}
trp_kazak_merch_champion_infantry|Spanish Elite Mercenary Pikeneer{***}
trp_kazak_merch_champion_infantry_pl|Spanish Elite Mercenary Pikeneers{***}
trp_kazak_merch_novice_archer|Spanish Mercenary Musketeer{***}
trp_kazak_merch_novice_archer_pl|Spanish Mercenary Musketeers{***}
trp_kazak_merch_regular_archer|Spanish Experienced Mercenary Musketeer{***}
trp_kazak_merch_regular_archer_pl|Spanish Experienced Mercenary Musketeers{***}
trp_kazak_merch_veteran_archer|Spanish Veteran Mercenary Musketeer{***}
trp_kazak_merch_veteran_archer_pl|Spanish Veteran Mercenary Musketeers{***}
trp_kazak_merch_champion_archer|Spanish Elite Mercenary Musketeer{***}
trp_kazak_merch_champion_archer_pl|Spanish Elite Mercenary Musketeers{***}
trp_kazak_merch_novice_horse|Spanish Mercenary Cavalryman{***}
trp_kazak_merch_novice_horse_pl|Spanish Mercenary Cavalrymen{***}
trp_kazak_merch_regular_horse|Spanish Experienced Mercenary Cavalryman{***}
trp_kazak_merch_regular_horse_pl|Spanish Experienced Mercenary Cavalrymen{***}
trp_kazak_merch_veteran_horse|Spanish Veteran Mercenary Cavalryman{***}
trp_kazak_merch_veteran_horse_pl|Spanish Veteran Mercenary Cavalrymen{***}
trp_kazak_merch_champion_horse|Spanish Elite Mercenary Cavalryman{***}
trp_kazak_merch_champion_horse_pl|Spanish Elite Mercenary Cavalrymen{***}
trp_polyak_merch_novice_infantry|French Mercenary Pikeneer{***}
trp_polyak_merch_novice_infantry_pl|French Mercenary Pikeneers{***}
trp_polyak_merch_regular_infantry|French Experienced Mercenary Pikeneer{***}
trp_polyak_merch_regular_infantry_pl|French Experienced Mercenary Pikeneers{***}
trp_polyak_merch_veteran_infantry|French Veteran Mercenary Pikeneer{***}
trp_polyak_merch_veteran_infantry_pl|French Veteran Mercenary Pikeneers{***}
trp_polyak_merch_champion_infantry|French Elite Mercenary Pikeneer{***}
trp_polyak_merch_champion_infantry_pl|French Elite Mercenary Pikeneers{***}
trp_polyak_merch_novice_archer|French Mercenary Musketeer{***}
trp_polyak_merch_novice_archer_pl|French Mercenary Musketeers{***}
trp_polyak_merch_regular_archer|French Experienced Mercenary Musketeer{***}
trp_polyak_merch_regular_archer_pl|French Experienced Mercenary Musketeers{***}
trp_polyak_merch_veteran_archer|French Veteran Mercenary Musketeer{***}
trp_polyak_merch_veteran_archer_pl|French Veteran Mercenary Musketeers{***}
trp_polyak_merch_champion_archer|French Elite Mercenary Musketeer{***}
trp_polyak_merch_champion_archer_pl|French Elite Mercenary Musketeers{***}
trp_polyak_merch_novice_horse|French Mercenary Cavalryman{***}
trp_polyak_merch_novice_horse_pl|French Mercenary Cavalrymen{***}
trp_polyak_merch_regular_horse|French Experienced Mercenary Cavalryman{***}
trp_polyak_merch_regular_horse_pl|French Experienced Mercenary Cavalrymen{***}
trp_polyak_merch_veteran_horse|French Veteran Mercenary Cavalryman{***}
trp_polyak_merch_veteran_horse_pl|French Veteran Mercenary Cavalrymen{***}
trp_polyak_merch_champion_horse|French Elite Mercenary Cavalryman{***}
trp_polyak_merch_champion_horse_pl|French Elite Mercenary Cavalrymen{***}
trp_shved_merch_novice_infantry|Dutch Mercenary Pikeneer{***}
trp_shved_merch_novice_infantry_pl|Dutch Mercenary Pikeneers{***}
trp_shved_merch_regular_infantry|Dutch Experienced Mercenary Pikeneer{***}
trp_shved_merch_regular_infantry_pl|Dutch Experienced Mercenary Pikeneers{***}
trp_shved_merch_veteran_infantry|Dutch Veteran Mercenary Pikeneer{***}
trp_shved_merch_veteran_infantry_pl|Dutch Veteran Mercenary Pikeneers{***}
trp_shved_merch_champion_infantry|Dutch Elite Mercenary Pikeneer{***}
trp_shved_merch_champion_infantry_pl|Dutch Elite Mercenary Pikeneers{***}
trp_shved_merch_novice_archer|Dutch Mercenary Musketeer{***}
trp_shved_merch_novice_archer_pl|Dutch Mercenary Musketeers{***}
trp_shved_merch_regular_archer|Dutch Experienced Mercenary Musketeer{***}
trp_shved_merch_regular_archer_pl|Dutch Experienced Mercenary Musketeers{***}
trp_shved_merch_veteran_archer|Dutch Veteran Mercenary Musketeer{***}
trp_shved_merch_veteran_archer_pl|Dutch Veteran Mercenary Musketeers{***}
trp_shved_merch_champion_archer|Dutch Elite Mercenary Musketeer{***}
trp_shved_merch_champion_archer_pl|Dutch Elite Mercenary Musketeers{***}
trp_shved_merch_novice_horse|Dutch Mercenary Cavalryman{***}
trp_shved_merch_novice_horse_pl|Dutch Mercenary Cavalrymen{***}
trp_shved_merch_regular_horse|Dutch Experienced Mercenary Cavalryman{***}
trp_shved_merch_regular_horse_pl|Dutch Experienced Mercenary Cavalrymen{***}
trp_shved_merch_veteran_horse|Dutch Veteran Mercenary Cavalryman{***}
trp_shved_merch_veteran_horse_pl|Dutch Veteran Mercenary Cavalrymen{***}
trp_shved_merch_champion_horse|Dutch Elite Mercenary Cavalryman{***}
trp_shved_merch_champion_horse_pl|Dutch Elite Mercenary Cavalrymen{***}
trp_moskov_merch_novice_infantry|English Mercenary Pikeneer{***}
trp_moskov_merch_novice_infantry_pl|English Mercenary Pikeneers{***}
trp_moskov_merch_regular_infantry|English Experienced Mercenary Pikeneer{***}
trp_moskov_merch_regular_infantry_pl|English Experienced Mercenary Pikeneers{***}
trp_moskov_merch_veteran_infantry|English Veteran Mercenary Pikeneer{***}
trp_moskov_merch_veteran_infantry_pl|English Veteran Mercenary Pikeneers{***}
trp_moskov_merch_champion_infantry|English Elite Mercenary Pikeneer{***}
trp_moskov_merch_champion_infantry_pl|English Elite Mercenary Pikeneers{***}
trp_moskov_merch_novice_archer|English Mercenary Musketeer{***}
trp_moskov_merch_novice_archer_pl|English Mercenary Musketeers{***}
trp_moskov_merch_regular_archer|English Experienced Mercenary Musketeer{***}
trp_moskov_merch_regular_archer_pl|English Experienced Mercenary Musketeers{***}
trp_moskov_merch_veteran_archer|English Veteran Mercenary Musketeer{***}
trp_moskov_merch_veteran_archer_pl|English Veteran Mercenary Musketeers{***}
trp_moskov_merch_champion_archer|English Elite Mercenary Musketeer{***}
trp_moskov_merch_champion_archer_pl|English Elite Mercenary Musketeers{***}
trp_moskov_merch_novice_horse|English Mercenary Cavalryman{***}
trp_moskov_merch_novice_horse_pl|English Mercenary Cavalrymen{***}
trp_moskov_merch_regular_horse|English Experienced Mercenary Cavalrymen{***}
trp_moskov_merch_regular_horse_pl|English Experienced Mercenary Cavalryman{***}
trp_moskov_merch_veteran_horse|English Veteran Mercenary Cavalryman{***}
trp_moskov_merch_veteran_horse_pl|English Veteran Mercenary Cavalrymen{***}
trp_moskov_merch_champion_horse|English Elite Mercenary Cavalryman{***}
trp_moskov_merch_champion_horse_pl|English Elite Mercenary Cavalrymen{***}
trp_mercenaries_end|mercenaries end{***}
trp_mercenaries_end_pl|mercenaries end{***}
trp_players_militia_musketeers|Militia Musketeers{***}
trp_players_militia_musketeers_pl|English Colonial Militia Musketeers{***}
trp_players_militia_musketeers_lvlup|Veteran Militia Musketeers{***}
trp_players_militia_musketeers_lvlup_pl|English Veteran Colonial Militia Musketeers{***}
trp_players_pikeman_militia|Militia Pikemen{***}
trp_players_pikeman_militia_pl|English Colonial Militia Pikemen{***}
trp_players_pikeman_militia_lvlup|Veteran Militia Pikemen{***}
trp_players_pikeman_militia_lvlup_pl|English Veteran Colonial Militia Pikemen{***}
trp_players_militia_cavalry|Militia Cavalry{***}
trp_players_militia_cavalry_pl|English Colonial Militia Cavalry{***}
trp_players_militia_cavalry_lvlup|Veteran Militia Cavalry{***}
trp_players_militia_cavalry_lvlup_pl|English Veteran Colonial Militia Cavalry{***}
trp_players_musketeer|Musketeer{***}
trp_players_musketeer_pl|English Colonial Musketeers{***}
trp_players_musketeer_lvlup|Veteran Musketeer{***}
trp_players_musketeer_lvlup_pl|English Veteran Colonial Musketeers{***}
trp_players_pikeman|Pikeman{***}
trp_players_pikeman_pl|English Colonial Pikemen{***}
trp_players_pikeman_lvlup|Veteran Pikeman{***}
trp_players_pikeman_lvlup_pl|English Veteran Colonial Pikemen{***}
trp_players_marine|Marine{***}
trp_players_marine_pl|English Marines{***}
trp_players_marine_lvlup|Veteran Marine{***}
trp_players_marine_lvlup_pl|English Veteran Marines{***}
trp_players_cavalry|Cavalry{***}
trp_players_cavalry_pl|English Colonial Dragoons{***}
trp_players_cavalry_lvlup|Veteran Cavalry{***}
trp_players_cavalry_lvlup_pl|English Veteran Colonial Dragoons{***}
trp_players_ranger|Ranger{***}
trp_players_ranger_pl|English Colonial Musketeers{***}
trp_players_ranger_lvlup|Veteran Ranger{***}
trp_players_ranger_lvlup_pl|English Veteran Colonial Musketeers{***}
trp_players_dragoon|Dragoon{***}
trp_players_dragoon_pl|Dragoons{***}
trp_players_dragoon_lvlup|Veteran Dragoon{***}
trp_players_dragoon_lvlup_pl|French Veteran Dragoons{***}
trp_players_cuirassier|Cuirassier{***}
trp_players_cuirassier_pl|French Cuirassiers{***}
trp_players_cuirassier_lvlup|Veteran Cuirassier{***}
trp_players_cuirassier_lvlup_pl|French Veteran Cuirassiers{***}
trp_players_spain_pikeman|Spanish Pikeman{***}
trp_players_spain_pikeman_pl|Spanish Pikemen{***}
trp_players_spain_pikeman_lvlup|Spanish Veteran Pikeman{***}
trp_players_spain_pikeman_lvlup_pl|Spanish Veteran Pikemen{***}
trp_players_england_pikeman|English Pikeman{***}
trp_players_england_pikeman_pl|English Pikemen{***}
trp_players_england_pikeman_lvlup|English Veteran Pikeman{***}
trp_players_england_pikeman_lvlup_pl|English Veteran Pikemen{***}
trp_players_spain_elite_pikeman|Spanish Tercio Pikeman{***}
trp_players_spain_elite_pikeman_pl|Spanish Tercio Pikemen{***}
trp_players_spain_elite_pikeman_lvlup|Spanish Veteran Tercio Pikeman{***}
trp_players_spain_elite_pikeman_lvlup_pl|Spanish Veteran Tercio Pikemen{***}
trp_players_france_musketeer|French Musketeer{***}
trp_players_france_musketeer_pl|French Musketeers{***}
trp_players_france_musketeer_lvlup|French Veteran Musketeer{***}
trp_players_france_musketeer_lvlup_pl|French Veteran Musketeers{***}
trp_players_nederland_musketeer|Dutch Musketeer{***}
trp_players_nederland_musketeer_pl|Dutch Musketeers{***}
trp_players_nederland_musketeer_lvlup|Dutch Veteran Musketeer{***}
trp_players_nederland_musketeer_lvlup_pl|Dutch Veteran Musketeers{***}
trp_players_nederland_pistolier|Dutch Pistolier{***}
trp_players_nederland_pistolier_pl|Dutch Ritters{***}
trp_players_nederland_pistolier_lvlup|Dutch Veteran Pistolier{***}
trp_players_nederland_pistolier_lvlup_pl|Dutch Veteran Ritters{***}
trp_players_buccaneer|Buccaneer{***}
trp_players_buccaneer_pl|Buccaneer Marines{***}
trp_players_buccaneer_lvlup|Buccaneer Veteran{***}
trp_players_buccaneer_lvlup_pl|Buccaneer Veteran Marines{***}
trp_players_spanish_infantry|Spanish infantry{***}
trp_players_spanish_infantry_pl|Spanish Rodeleros{***}
trp_players_spanish_infantry_lvlup|Spanish Veteran infantry{***}
trp_players_spanish_infantry_lvlup_pl|Spanish Veteran Rodeleros{***}
trp_players_pirates|Pirate{***}
trp_players_pirates_pl|Buccaneer Musketeers{***}
trp_players_pirates_lvlup|Pirates{***}
trp_players_pirates_lvlup_pl|Buccaneer Veteran Musketeers{***}
trp_players_highlander|Scottish Highlander{***}
trp_players_highlander_pl|Scottish Highlanders{***}
trp_players_highlander_lvlup|Scottish Veteran Highlander{***}
trp_players_highlander_lvlup_pl|Scottish Veteran Highlanders{***}
trp_players_france_cavalry|French cavalry{***}
trp_players_france_cavalry_pl|French Cuirassiers{***}
trp_players_france_cavalry_lvlup|French veteran cavalry{***}
trp_players_france_cavalry_lvlup_pl|French Veteran Cuirassiers{***}
trp_players_swedish_infantry|Swedish infantry{***}
trp_players_swedish_infantry_pl|Spanish Militia Halberdiers{***}
trp_players_swedish_infantry_lvlup|Swedish veteran infantry{***}
trp_players_swedish_infantry_lvlup_pl|Spanish Veteran Militia Halberdiers{***}
trp_players_polish_cavalry|Polish cavalry{***}
trp_players_polish_cavalry_pl|English Dragoons{***}
trp_players_polish_cavalry_lvlup|Polish veteran cavalry{***}
trp_players_polish_cavalry_lvlup_pl|English Veteran Dragoons{***}
trp_england_continental_pikeman|English Pikeman{***}
trp_england_continental_pikeman_pl|English Pikemen{***}
trp_england_continental_pikeman_lvlup|English Veteran Pikeman{***}
trp_england_continental_pikeman_lvlup_pl|English Veteran Pikemen{***}
trp_england_continental_musketeer|English Musketeer{***}
trp_england_continental_musketeer_pl|English Musketeers{***}
trp_england_continental_musketeer_lvlup|English Veteran Musketeer{***}
trp_england_continental_musketeer_lvlup_pl|English Veteran Musketeers{***}
trp_england_continental_elite_musketeers|English Elite Musketeer{***}
trp_england_continental_elite_musketeers_pl|English Elite Musketeers{***}
trp_england_continental_elite_musketeers_lvlup|English Veteran Elite Musketeer{***}
trp_england_continental_elite_musketeers_lvlup_pl|English Veteran Elite Musketeers{***}
trp_england_continental_dragoon|English Dragoon{***}
trp_england_continental_dragoon_pl|English Dragoons{***}
trp_england_continental_dragoon_lvlup|English Veteran Dragoon{***}
trp_england_continental_dragoon_lvlup_pl|English Veteran Dragoons{***}
trp_england_continental_ironside|English Ironside{***}
trp_england_continental_ironside_pl|English Ironsides{***}
trp_england_continental_ironside_lvlup|English Veteran Ironside{***}
trp_england_continental_ironside_lvlup_pl|English Veteran Ironsides{***}
trp_england_colonist|English Colonist{***}
trp_england_colonist_pl|English Colonists{***}
trp_england_colonist_lvlup|English Veteran Colonist{***}
trp_england_colonist_lvlup_pl|English Veteran Colonists{***}
trp_england_colonial_pikeman|English Militia Pikeman{***}
trp_england_colonial_pikeman_pl|English Militia Pikemen{***}
trp_england_colonial_pikeman_lvlup|English Veteran Militia Pikeman{***}
trp_england_colonial_pikeman_lvlup_pl|English Veteran Militia Pikemen{***}
trp_england_hunter|English Hunter{***}
trp_england_hunter_pl|English Hunters{***}
trp_england_hunter_lvlup|English Veteran Hunter{***}
trp_england_hunter_lvlup_pl|English Veteran Hunters{***}
trp_england_colonial_musketeer|English Militia Musketeer{***}
trp_england_colonial_musketeer_pl|English Militia Musketeers{***}
trp_england_colonial_musketeer_lvlup|English Veteran Militia Musketeer{***}
trp_england_colonial_musketeer_lvlup_pl|English Veteran Militia Musketeers{***}
trp_england_marine|English Marine{***}
trp_england_marine_pl|English Marines{***}
trp_england_marine_lvlup|English Veteran Marine{***}
trp_england_marine_lvlup_pl|English Veteran Marines{***}
trp_england_elite_marine|English Elite Marine{***}
trp_england_elite_marine_pl|English Elite Marines{***}
trp_england_elite_marine_lvlup|English Veteran Elite Marine{***}
trp_england_elite_marine_lvlup_pl|English Veteran Elite Marines{***}
trp_england_colonial_cavalry_militia|English Irregular Cavalryman{***}
trp_england_colonial_cavalry_militia_pl|English Irregular Cavalry{***}
trp_england_colonial_cavalry_militia_lvlup|English Veteran Irregular Cavalryman{***}
trp_england_colonial_cavalry_militia_lvlup_pl|English Veteran Irregular Cavalry{***}
trp_england_colonial_dragoon|English Colonial Dragoon{***}
trp_england_colonial_dragoon_pl|English Colonial Dragoons{***}
trp_england_colonial_dragoon_lvlup|English Veteran Colonial Dragoon{***}
trp_england_colonial_dragoon_lvlup_pl|English Veteran Colonial Dragoons{***}
trp_england_colonial_lancer|English Colonial Lancer{***}
trp_england_colonial_lancer_pl|English Colonial Lancers{***}
trp_england_colonial_lancer_lvlup|English Veteran Colonial Lancer{***}
trp_england_colonial_lancer_lvlup_pl|English Veteran Colonial Lancers{***}
trp_england_continental_lancer|English Lancer{***}
trp_england_continental_lancer_pl|English Lancers{***}
trp_england_continental_lancer_lvlup|English Veteran Lancer{***}
trp_england_continental_lancer_lvlup_pl|English Veteran Lancers{***}
trp_england_continental_cuirassier|English Cuirassier{***}
trp_england_continental_cuirassier_pl|English Cuirassiers{***}
trp_england_continental_cuirassier_lvlup|English Veteran Cuirassier{***}
trp_england_continental_cuirassier_lvlup_pl|English Veteran Cuirassiers{***}
trp_england_messenger|English Messenger{***}
trp_england_messenger_pl|English Messengers{***}
trp_england_deserter|English Deserter{***}
trp_england_deserter_pl|English Deserters{***}
trp_england_prison_guard|English Warden{***}
trp_england_prison_guard_pl|English Wardens{***}
trp_england_castle_guard|English Palace Guard{***}
trp_england_castle_guard_pl|English Palace Guards{***}
trp_england_gunner|English Gunner{***}
trp_england_gunner_pl|English Gunners{***}
trp_spain_continental_pikeman|Spanish Pikeman{***}
trp_spain_continental_pikeman_pl|Spanish Pikemen{***}
trp_spain_continental_pikeman_lvlup|Spanish Veteran Pikeman{***}
trp_spain_continental_pikeman_lvlup_pl|Spanish Veteran Pikemen{***}
trp_spain_continental_rodelero|Spanish Rodelero{***}
trp_spain_continental_rodelero_pl|Spanish Rodeleros{***}
trp_spain_continental_rodelero_lvlup|Spanish Veteran Rodelero{***}
trp_spain_continental_rodelero_lvlup_pl|Spanish Veteran Rodeleros{***}
trp_spain_continental_tercio_pikeman|Spanish Tercio Pikeman{***}
trp_spain_continental_tercio_pikeman_pl|Spanish Tercio Pikemen{***}
trp_spain_continental_tercio_pikeman_lvlup|Spanish Veteran Tercio Pikeman{***}
trp_spain_continental_tercio_pikeman_lvlup_pl|Spanish Veteran Tercio Pikemen{***}
trp_spain_continental_musketeer|Spanish Musketeer{***}
trp_spain_continental_musketeer_pl|Spanish Musketeers{***}
trp_spain_continental_musketeer_lvlup|Spanish Veteran Musketeer{***}
trp_spain_continental_musketeer_lvlup_pl|Spanish Veteran Musketeers{***}
trp_spain_continental_mounted_arquebuseer|Spanish Mounted Harquebusier{***}
trp_spain_continental_mounted_arquebuseer_pl|Spanish Mounted Harquebusiers{***}
trp_spain_continental_mounted_arquebuseer_lvlup|Spanish Veteran Mounted Harquebusier{***}
trp_spain_continental_mounted_arquebuseer_lvlup_pl|Spanish Veteran Mounted Harquebusiers{***}
trp_spain_continental_cuirassier|Spanish Cuirassier{***}
trp_spain_continental_cuirassier_pl|Spanish Cuirassiers{***}
trp_spain_continental_cuirassier_lvlup|Spanish Veteran Cuirassier{***}
trp_spain_continental_cuirassier_lvlup_pl|Spanish Veteran Cuirassiers{***}
trp_spain_colonist|Spanish Colonist{***}
trp_spain_colonist_pl|Spanish Colonists{***}
trp_spain_colonist_lvlup|Spanish Veteran Colonist{***}
trp_spain_colonist_lvlup_pl|Spanish Veteran Colonist{***}
trp_spain_colonial_guard|Spanish Colonial Guard{***}
trp_spain_colonial_guard_pl|Spanish Colonial Guards{***}
trp_spain_colonial_guard_lvlup|Spanish Veteran Colonial Guard{***}
trp_spain_colonial_guard_lvlup_pl|Spanish Veteran Colonial Guards{***}
trp_spain_colonial_pikeman|Spanish Militia Pikeman{***}
trp_spain_colonial_pikeman_pl|Spanish Militia Pikemen{***}
trp_spain_colonial_pikeman_lvlup|Spanish Veteran Militia Pikeman{***}
trp_spain_colonial_pikeman_lvlup_pl|Spanish Veteran Militia Pikemen{***}
trp_spain_marine_fighter|Spanish Marine{***}
trp_spain_marine_fighter_pl|Spanish Marines{***}
trp_spain_marine_fighter_lvlup|Spanish Veteran Marine{***}
trp_spain_marine_fighter_lvlup_pl|Spanish Veteran Marines{***}
trp_spain_colonial_arquebuseer|Spanish Colonial Harquebusier{***}
trp_spain_colonial_arquebuseer_pl|Spanish Colonial Harquebusiers{***}
trp_spain_colonial_arquebuseer_lvlup|Spanish Veteran Colonial Harquebusier{***}
trp_spain_colonial_arquebuseer_lvlup_pl|Spanish Veteran Colonial Harquebusiers{***}
trp_spain_colonial_musketeer|Spanish Militia Musketeer{***}
trp_spain_colonial_musketeer_pl|Spanish Militia Musketeers{***}
trp_spain_colonial_musketeer_lvlup|Spanish Veteran Militia Musketeer{***}
trp_spain_colonial_musketeer_lvlup_pl|Spanish Veteran Militia Musketeers{***}
trp_spain_colonial_dragoon|Spanish Colonial Dragoon{***}
trp_spain_colonial_dragoon_pl|Spanish Colonial Dragoons{***}
trp_spain_colonial_dragoon_lvlup|Spanish Veteran Colonial Dragoon{***}
trp_spain_colonial_dragoon_lvlup_pl|Spanish Veteran Colonial Dragoons{***}
trp_spain_conquistadore|Spanish Conquistadore{***}
trp_spain_conquistadore_pl|Spanish Conquistadores{***}
trp_spain_conquistadore_lvlup|Spanish Veteran Conquistadore{***}
trp_spain_conquistadore_lvlup_pl|Spanish Veteran Conquistadores{***}
trp_spain_colonial_cavalry_militia|Spanish Irregular Cavalryman{***}
trp_spain_colonial_cavalry_militia_pl|Spanish Irregular Cavalry{***}
trp_spain_colonial_cavalry_militia_lvlup|Spanish Veteran Irregular Cavalryman{***}
trp_spain_colonial_cavalry_militia_lvlup_pl|Spanish Veteran Irregular Cavalry{***}
trp_spain_continental_dragoon|Spanish Dragoon{***}
trp_spain_continental_dragoon_pl|Spanish Dragoons{***}
trp_spain_continental_dragoon_lvlup|Spanish Veteran Dragoon{***}
trp_spain_continental_dragoon_lvlup_pl|Spanish Veteran Dragoons{***}
trp_spain_messenger|Spanish Messenger{***}
trp_spain_messenger_pl|Spanish Messengers{***}
trp_spain_deserter|Spanish Deserter{***}
trp_spain_deserter_pl|Spanish Deserters{***}
trp_spain_prison_guard|Spanish Warden{***}
trp_spain_prison_guard_pl|Spanish Wardens{***}
trp_spain_castle_guard|Spanish Palace Guard{***}
trp_spain_castle_guard_pl|Spanish Palace Guards{***}
trp_spain_gunner|Spanish Gunner{***}
trp_spain_gunner_pl|Spanish Gunners{***}
trp_france_continental_pikeman|French Pikeman{***}
trp_france_continental_pikeman_pl|French Pikemen{***}
trp_france_continental_pikeman_lvlup|French Veteran Pikeman{***}
trp_france_continental_pikeman_lvlup_pl|French Veteran Pikemen{***}
trp_france_continental_musketeer|French Musketeer{***}
trp_france_continental_musketeer_pl|French Musketeers{***}
